Entrez,Term
4342399,GO:0022900
4342787,GO:0010022
4342787,GO:0010077
4342787,GO:0010092
4342787,GO:0048506
4342826,GO:0007275
4342826,GO:0051208
4343617,GO:0006897
4343617,GO:0006898
4343721,GO:0051501
4343728,GO:0008643
4343894,GO:0006412
4343932,GO:0006886
4343932,GO:0018342
4345606,GO:0006950
4345606,GO:0031456
4345892,GO:0006355
4345926,GO:0006123
4345926,GO:0009060
4345988,GO:0022900
4346299,GO:0022900
4346642,GO:0006418
4347252,GO:0006355
4347514,GO:0000237
4347514,GO:0000238
4347514,GO:0007129
4347514,GO:0009554
4347514,GO:0009556
4347573,GO:0006511
4347672,GO:0010304
4347672,GO:0015996
4348095,GO:0022900
4348108,GO:0006810
4348269,GO:0006464
4348269,GO:0016579
4348447,GO:0006355
4348469,GO:0006915
4348583,GO:0008152
4348638,GO:0051276
4349045,GO:0022900
4349046,GO:0022900
4349097,GO:0022900
4349127,GO:0022900
4349267,GO:0051707
4349327,GO:0006869
4349339,GO:0006418
4349475,GO:0006810
4349484,GO:0006355
4350133,GO:0006915
4350502,GO:0051501
4350864,GO:0006355
4350865,GO:0006355
4350923,GO:0006310
4351000,GO:0006915
4351482,GO:0000707
4351482,GO:0000724
4351482,GO:0000733
4351482,GO:0006310
4351482,GO:0051321
4351966,GO:0015977
4351983,GO:0006915
4351983,GO:0006952
4351983,GO:0009620
4351998,GO:0007530
4352505,GO:0022900
4352546,GO:0010036
4352546,GO:0046713
4352871,GO:0006099
9268279,GO:0006665
9268279,GO:0008152
9268279,GO:0030148
9269224,GO:0022900
9271497,GO:0019252
9271816,GO:0006829
9272663,GO:0007049
4336263,GO:0006952
4329359,GO:0009826
4329359,GO:0009266
4329359,GO:0009832
4336591,GO:0042594
4336591,GO:0007275
4336591,GO:0009735
4341347,GO:0009686
4341347,GO:0010241
4341347,GO:0032940
4341347,GO:0022900
4329963,GO:0045292
4329963,GO:0031053
4329963,GO:0009737
4329963,GO:0009651
4329963,GO:0009408
4329963,GO:0006970
4329963,GO:0006370
4329963,GO:0005976
4329963,GO:0000394
4336061,GO:0009413
4342080,GO:0010229
4342080,GO:0009887
4342080,GO:0009888
4342080,GO:0032940
4342080,GO:0009934
4342080,GO:0030154
4342080,GO:0048316
4344233,GO:0010074
4344233,GO:0010582
4344233,GO:0048497
4344233,GO:0007275
4344233,GO:0006351
4344233,GO:0010093
4344233,GO:0010229
4333164,GO:0009791
4333164,GO:0009845
4333164,GO:0048316
4333164,GO:0000003
4333164,GO:0009415
4333164,GO:0009651
4333164,GO:0009737
4352575,GO:0009614
4352575,GO:0031347
4352575,GO:0042742
4352575,GO:0019941
4352575,GO:0050832
4352575,GO:0043067
4352575,GO:2000028
4352575,GO:0048579
4352575,GO:0045824
4352575,GO:0043066
4327535,GO:0006952
4324512,GO:0009620
4326471,GO:0010200
4326471,GO:0002237
4326471,GO:0002238
4326471,GO:0009651
4326471,GO:0009753
4326471,GO:0050832
4326471,GO:0009737
4326471,GO:0002213
4325211,GO:0006094
4325211,GO:0006633
4325211,GO:0006098
4326597,GO:0048316
4326597,GO:0009718
4326597,GO:0009408
4326597,GO:0043473
4326597,GO:0009812
4326597,GO:0009416
4326597,GO:0009813
4326597,GO:0010023
4326597,GO:0044237
4326597,GO:0051555
4325003,GO:0080006
4325003,GO:0030912
4325003,GO:0009628
4325003,GO:0009685
4325003,GO:0009826
4325003,GO:0009686
4327431,GO:0007275
4328121,GO:0050801
4328121,GO:0009734
4328121,GO:0007275
4328121,GO:0009629
4328121,GO:0046686
4328121,GO:0009414
4328121,GO:0009651
4328121,GO:0015994
4328121,GO:0042743
4328121,GO:0048527
4328121,GO:0009408
4328121,GO:0009733
4329532,GO:0019252
4329532,GO:0005982
4329532,GO:0005976
4328552,GO:0009411
4328552,GO:0042742
4328552,GO:0009809
4328552,GO:0022900
4328552,GO:0009808
4328552,GO:0009834
4328552,GO:0009642
4328996,GO:0007275
4330669,GO:0009834
4330669,GO:0009808
4333976,GO:0010365
4333976,GO:0048364
4333976,GO:0009734
4333976,GO:0042594
4333976,GO:0009693
4333976,GO:0009835
4333976,GO:0046687
4333976,GO:0046689
4333976,GO:0010446
4333976,GO:0009733
4331983,GO:0042594
4331983,GO:0007275
9271280,GO:0010229
9271280,GO:0048579
9271280,GO:0009648
4333930,GO:0007602
4333930,GO:0007600
4333930,GO:0007623
4331617,GO:0048573
4331617,GO:0015995
4331617,GO:0007275
4333114,GO:0009834
4333114,GO:0009808
4336986,GO:0009651
4336986,GO:0007275
4336986,GO:0008152
4337223,GO:0009845
4337223,GO:0009611
4337223,GO:0050832
4337223,GO:0009737
4337223,GO:0009751
4337223,GO:0010039
4337223,GO:0009411
4336362,GO:0010492
4336362,GO:0009944
4336362,GO:0007275
4336362,GO:0009888
4336362,GO:0010267
4336362,GO:0009887
4336362,GO:0050832
4336362,GO:0048608
4336116,GO:0048573
4336116,GO:0010029
4336116,GO:0051512
4336116,GO:0009753
4336116,GO:0009647
4336116,GO:0007275
4336116,GO:0016132
4336116,GO:0009741
4336116,GO:0022900
4336116,GO:0009826
4336116,GO:0009742
4336116,GO:0009414
4337055,GO:0016051
4337055,GO:0043473
4337192,GO:0005976
4337192,GO:0009085
4337192,GO:0009737
9272469,GO:0007275
9272469,GO:0009926
9272469,GO:0009934
9272469,GO:0010016
9272469,GO:0042594
9272469,GO:0010223
9272469,GO:0009416
9272469,GO:0009851
9272469,GO:0009959
9272469,GO:0010150
9272469,GO:0009414
9272469,GO:0009755
9272469,GO:0009651
4339172,GO:0009612
4338499,GO:0009651
4338499,GO:0009414
4338499,GO:0009409
4338499,GO:0048700
4338499,GO:0009737
4338499,GO:0009688
4338499,GO:0047484
4339131,GO:0009651
4339131,GO:0010229
4339131,GO:0009826
4339131,GO:0032940
4339131,GO:0007275
4339131,GO:0022900
4339131,GO:0045487
4339131,GO:0010106
4339131,GO:0009685
4352862,GO:0016482
4352862,GO:0009651
4352862,GO:0006970
4339190,GO:0006952
4339222,GO:0042744
4337575,GO:0042742
4337575,GO:0006952
4337575,GO:0006412
4338974,GO:0009658
4338974,GO:0015994
4339409,GO:0009814
4339409,GO:0009607
4339409,GO:0009408
4339409,GO:0009409
4339409,GO:0009628
4339409,GO:0006950
4339709,GO:0030154
4342055,GO:0005983
4342055,GO:0005987
4342055,GO:0032940
4342115,GO:0050832
4342115,GO:0051707
4342115,GO:0009723
4342115,GO:0009863
4342115,GO:0009751
4342115,GO:0002237
4342115,GO:0042742
4342114,GO:0051707
4342114,GO:0006040
4342114,GO:0050832
4332330,GO:0016482
4332330,GO:0048528
4332330,GO:0000919
4332330,GO:0015031
4332330,GO:0042546
4332330,GO:0009790
4340110,GO:0009620
4342117,GO:0009413
4342117,GO:0019252
4342117,GO:0005982
4342117,GO:0005976
4341462,GO:0006979
4341462,GO:0009658
4341462,GO:0009409
4341462,GO:0015979
4341462,GO:0010019
4341462,GO:0010024
4341462,GO:0048573
4341462,GO:0010380
4341462,GO:0010075
4341462,GO:0009585
4341462,GO:0060359
4340018,GO:0009413
4340018,GO:0005982
4340018,GO:0019252
4340018,GO:0009845
4340018,GO:0009415
4340018,GO:0009651
4340018,GO:0048316
4340045,GO:0007275
4340258,GO:0015995
4340258,GO:0009266
4340430,GO:0009812
4340430,GO:0009718
4340430,GO:0031540
4340567,GO:0009413
4340567,GO:0019252
4340677,GO:0009813
4340746,GO:0006351
4340746,GO:0009908
4340746,GO:0030154
4340746,GO:0007623
4340746,GO:0009648
4340746,GO:0009909
4340746,GO:0010229
4340746,GO:0045892
4340746,GO:0048571
4340746,GO:0048572
4340746,GO:0048576
4340746,GO:0048579
4344344,GO:0010099
4344344,GO:0009846
4344344,GO:0019722
4343142,GO:0007275
4342674,GO:0006952
4343300,GO:0044030
4343300,GO:0010025
4343300,GO:0009658
4343300,GO:0016570
4343300,GO:0048364
4343300,GO:0009555
4343300,GO:0040029
4343300,GO:0048366
4343300,GO:0015995
4343300,GO:0007275
4343175,GO:0034227
4343175,GO:0009826
4345606,GO:0009413
4345606,GO:0009698
4346153,GO:0002237
4346153,GO:0006825
4346153,GO:0006952
4346153,GO:0009617
4346153,GO:0010150
4346153,GO:0015770
4346153,GO:0034219
4346153,GO:0042742
4346153,GO:0009651
4350054,GO:0001666
4349020,GO:0005976
4349020,GO:0019252
4349004,GO:0048366
4349004,GO:0007623
4349004,GO:0009416
4349004,GO:0009658
4349004,GO:0015979
4349004,GO:0015995
4350636,GO:0048316
4350636,GO:0009408
4350636,GO:0009718
4350636,GO:0002213
4350636,GO:0009814
4350636,GO:0009813
4350636,GO:0009411
4350636,GO:0042742
4350636,GO:0051553
4350636,GO:0010332
4350636,GO:0051555
4349543,GO:0007275
4349543,GO:0009755
4350145,GO:0007275
4350557,GO:0042335
4350557,GO:0009741
4350557,GO:0055088
4350557,GO:0034309
4350557,GO:0009413
4350557,GO:0006633
4350557,GO:0009409
4350557,GO:0010166
4350557,GO:0009651
4350557,GO:0006629
4350557,GO:0010025
4351983,GO:0006662
4351983,GO:0022900
4324691,GO:0050832
4324691,GO:0009961
4324691,GO:0016049
4324691,GO:0009742
4324691,GO:0001578
4324691,GO:0009647
4324691,GO:0009729
4324691,GO:0009741
4324691,GO:0009753
4344784,GO:0050832
4344784,GO:0015979
4344784,GO:0010119
4344784,GO:0009648
4344784,GO:0048573
4344784,GO:0048577
4344784,GO:0048579
4344784,GO:2000028
4339066,GO:0010229
4332519,GO:0046688
4344382,GO:0006066
4335725,GO:0009620
4336636,GO:0009812
4336636,GO:0031542
4347617,GO:0006330
4347617,GO:0000712
4347617,GO:0000724
4347617,GO:0006260
4347617,GO:0006302
4347617,GO:0007130
4347617,GO:0009555
4347617,GO:0009556
4331811,GO:0006413
4350133,GO:0009405
4350133,GO:0009410
4333860,GO:0009409
4333860,GO:0051171
4333860,GO:0009651
4333860,GO:0009740
4333860,GO:0009938
4333860,GO:0010468
4333860,GO:0045926
4333860,GO:0009413
4324314,GO:0009845
4324314,GO:0009737
4324314,GO:0009738
4324314,GO:0009790
4324314,GO:0009414
4342047,GO:0048437
4342047,GO:0009555
4342047,GO:0048455
4342047,GO:0009908
4342047,GO:0030154
4332058,GO:0010022
4332058,GO:0010073
4332058,GO:0030154
4332058,GO:0048366
4332058,GO:0048440
4352671,GO:0007275
4333062,GO:0051781
4333062,GO:0046686
4333062,GO:0006970
4333062,GO:0009409
4333062,GO:0009413
4333062,GO:0010037
4340386,GO:0051781
4340386,GO:0009555
4340386,GO:0009413
4340386,GO:0046686
4340386,GO:0006970
4340386,GO:0009409
4343910,GO:0051781
4343910,GO:0052324
4343910,GO:0010581
4343910,GO:0048316
4343910,GO:0010229
4343910,GO:0009960
4343910,GO:0009555
4343910,GO:0051321
4343910,GO:0009058
4343910,GO:0046686
4343910,GO:0009413
4343910,GO:0009409
4343910,GO:0006970
4343910,GO:0030244
4343910,GO:0010410
4336487,GO:0010088
4327497,GO:0009790
4327497,GO:0010088
4331221,GO:0005985
4331221,GO:0008643
4331221,GO:0009611
4331221,GO:0015770
4329756,GO:0009555
4325027,GO:0046686
4325027,GO:0009651
4330484,GO:0009955
4330484,GO:0007275
4330484,GO:0001708
4342753,GO:0009409
4349963,GO:0009409
4349963,GO:0009414
4349963,GO:0009651
4349963,GO:0009737
4349963,GO:0010150
4349963,GO:0009753
4327485,GO:0048439
4327485,GO:0034052
4327485,GO:0010446
4325006,GO:0009611
4325006,GO:0009788
4325006,GO:0009414
4325006,GO:0009651
4325006,GO:0009737
4325006,GO:0009753
4325006,GO:0009409
4325006,GO:0009609
4325006,GO:0009751
4325006,GO:0050832
4325006,GO:0048364
4325006,GO:0030418
4336365,GO:0010167
4336365,GO:0034059
4336365,GO:0042594
4336365,GO:0060359
4336365,GO:0009267
4336365,GO:0055085
4336365,GO:0030001
4330008,GO:0060359
4330008,GO:0051258
4330008,GO:0015843
4330008,GO:0034059
4330008,GO:0009737
4330008,GO:0009624
4330008,GO:0055085
4330008,GO:0009267
4344399,GO:0006351
4344399,GO:0007623
4344399,GO:0048511
4344399,GO:0048573
4344399,GO:0048579
4337968,GO:0009686
4337968,GO:0042446
4337968,GO:0017000
4337968,GO:0009685
4346614,GO:0015031
4346614,GO:0080092
4346614,GO:0009860
4347672,GO:0042542
4347672,GO:0032026
4347672,GO:0042594
4347672,GO:0010150
4347672,GO:0009413
4347672,GO:0009646
4334183,GO:0009566
4334183,GO:0009635
4337339,GO:0009651
4337339,GO:0009737
4337339,GO:0022900
4337339,GO:0016117
4337339,GO:0009657
4337339,GO:0009688
4337339,GO:0007585
4328715,GO:0007275
4328715,GO:0009266
4337074,GO:0006355
4336705,GO:0010025
4336705,GO:0009414
4330297,GO:0009414
4351775,GO:0010045
4351775,GO:0046686
4351775,GO:0009617
4351775,GO:0009409
4351776,GO:0009409
4331303,GO:0009751
4331303,GO:0009737
4331303,GO:0009408
4331303,GO:0009651
4331303,GO:0009627
4331303,GO:0050832
4331303,GO:0009409
4331303,GO:0009845
4331303,GO:0009738
4334380,GO:0009908
4334380,GO:0051781
4334380,GO:0048366
4334380,GO:0045893
4334380,GO:0010305
4334380,GO:0010229
4334380,GO:0010082
4334380,GO:0006508
4334380,GO:0009790
4334380,GO:0010081
4334380,GO:0010080
4334380,GO:0007275
4334380,GO:0009653
4334380,GO:0009640
4327647,GO:0016042
4327647,GO:0006654
4327647,GO:0050826
4327647,GO:0009631
4327647,GO:0009409
4341469,GO:0016042
4341467,GO:0016042
4341468,GO:0016042
4334732,GO:0016042
4334732,GO:0046470
4326917,GO:0051258
4326917,GO:0007018
4338790,GO:0007018
4333632,GO:0007018
4338278,GO:0016036
4338278,GO:0009651
4338278,GO:0048364
4332059,GO:0030154
4332059,GO:0042127
4332059,GO:0007275
4332059,GO:0009908
4332059,GO:0010093
4332059,GO:0001708
4332059,GO:0010076
4332059,GO:0048437
4332059,GO:0045595
4332059,GO:0010582
4332059,GO:0010229
4333973,GO:0009901
4333973,GO:0048653
4333973,GO:0009742
4333973,GO:0016132
4324355,GO:0009554
4324355,GO:0009556
4324355,GO:0010234
4324355,GO:0010480
4324355,GO:0032940
4324355,GO:0048653
4324355,GO:0048658
4327362,GO:0009908
4327362,GO:0030154
4327362,GO:0009740
4327362,GO:0048653
4327362,GO:0042742
4327362,GO:0080006
4327362,GO:0009845
4331321,GO:0007133
4331321,GO:0007128
4331321,GO:0009556
4331321,GO:0009554
4331321,GO:0007134
4332052,GO:0009739
4332052,GO:0006310
4332052,GO:0010224
4332052,GO:0006281
4332052,GO:0010332
4332052,GO:0009790
4332052,GO:0030912
4336857,GO:0009742
4336857,GO:0009414
4336857,GO:0007275
4336857,GO:0010223
4336857,GO:0048573
4336857,GO:0010229
4336857,GO:0010372
4336857,GO:0045487
4336857,GO:0043067
4336857,GO:0006309
4336857,GO:0045893
4336857,GO:0010073
4336857,GO:0051302
4336857,GO:0051510
4341588,GO:0030154
4341588,GO:0007275
4341588,GO:0009790
4325879,GO:0051302
4325879,GO:0006915
4325879,GO:0002238
4325879,GO:0050832
4325879,GO:0006952
4325879,GO:0031347
4345929,GO:0009555
4329775,GO:0050832
4329775,GO:0042742
4329775,GO:0031348
4329775,GO:0060548
4329775,GO:0010265
4329775,GO:0009740
4329775,GO:0009414
4329775,GO:0009615
4329775,GO:0009937
4329775,GO:0031146
4329775,GO:0009651
4349249,GO:0009409
4349249,GO:0019252
4349249,GO:0048316
4331490,GO:0009651
4331490,GO:0009409
4331490,GO:0009414
4331490,GO:0009751
4331490,GO:0009609
4332608,GO:0006826
4332608,GO:0008652
4332608,GO:0010106
4332608,GO:0034224
4332608,GO:0046394
4332608,GO:0009739
4332608,GO:0010039
4332608,GO:0046688
4332607,GO:0006826
4332607,GO:0016192
4332607,GO:0055072
4332607,GO:0010106
4332607,GO:0010039
4332607,GO:0009739
4332607,GO:0046688
9269490,GO:0048366
9269490,GO:0010073
9269490,GO:0019827
9269490,GO:0031047
4352024,GO:0006278
4333399,GO:0007275
4333399,GO:0009647
4333399,GO:0001578
4333399,GO:0009637
4333399,GO:0010268
4333399,GO:0016132
4333399,GO:0080113
4333399,GO:0009741
4333399,GO:0009753
4333399,GO:0009719
4333399,GO:0007165
4333399,GO:0022900
4339064,GO:0034059
4339064,GO:0055085
4339064,GO:0015696
4324937,GO:0034059
4324937,GO:0015696
4324937,GO:0055085
4325272,GO:0006952
4325272,GO:0009626
4325272,GO:0032940
4325272,GO:0006816
4325272,GO:0006812
4342431,GO:0009814
4342431,GO:0009738
4342431,GO:0010150
4342431,GO:0051607
4342431,GO:0009723
4342431,GO:0052319
4342431,GO:0031349
4342431,GO:0009651
4342431,GO:0009873
4342431,GO:0009737
4342431,GO:0002213
4344217,GO:0009651
4344217,GO:0009414
4344217,GO:0055075
4344217,GO:0055078
4334233,GO:0002213
4334233,GO:0009695
4334233,GO:0009753
4334233,GO:0031408
4334233,GO:0051607
4328743,GO:0009611
4328743,GO:0009620
4328743,GO:0009753
4328743,GO:0031408
4325001,GO:0030154
4325001,GO:0009908
4338842,GO:0010229
4338842,GO:0009908
4338842,GO:0030154
4340218,GO:0030154
4340218,GO:0009908
4346134,GO:0009266
4346134,GO:0048653
4346134,GO:0010208
4346134,GO:0009555
4346134,GO:0010229
4346134,GO:0009908
4346134,GO:0010582
4346134,GO:0030154
4351753,GO:0048481
4351753,GO:0010229
4351753,GO:0048283
4334140,GO:0009908
4334140,GO:0030154
4336762,GO:0010229
4343851,GO:0010029
4343851,GO:0009737
4343851,GO:0009908
4343851,GO:0010093
4343851,GO:0030154
4343851,GO:0048830
4352275,GO:0010229
4324888,GO:0010229
4330805,GO:0010229
4330805,GO:0030154
4330805,GO:0009908
4330805,GO:0007275
4335427,GO:0009738
4335427,GO:0051512
4335427,GO:0006979
4335427,GO:0042542
4335427,GO:0009651
4335427,GO:0010929
4335427,GO:0009737
4344493,GO:0050832
4344493,GO:0010229
4344493,GO:0042742
4344493,GO:0009414
4329771,GO:0006995
4329771,GO:0016036
4329771,GO:0051607
4328443,GO:0048481
4328443,GO:0009755
4328443,GO:0009960
4328443,GO:0009790
4328443,GO:0010229
4324731,GO:0010093
4324731,GO:0010229
4334141,GO:0010229
4331872,GO:0010229
4331872,GO:0009742
4331445,GO:0009266
4331445,GO:0010208
4331445,GO:0009555
4331445,GO:0048653
4331445,GO:0048364
4331445,GO:0010229
4331445,GO:0009908
4331445,GO:0030154
4340495,GO:0010229
4349237,GO:0010229
4330621,GO:0009629
4330621,GO:0016036
4330621,GO:0006995
4330621,GO:0051607
4330621,GO:0048364
4330621,GO:0010167
4330621,GO:0015706
4341387,GO:0006338
4347620,GO:0009753
4347620,GO:0009739
4347620,GO:0009409
4347620,GO:0009611
4347620,GO:0009651
4347620,GO:0009609
4347620,GO:0009751
4347620,GO:0006950
4347620,GO:0009414
4347618,GO:0009753
4347618,GO:0009739
4347618,GO:0009651
4347618,GO:0006950
4347618,GO:0006355
4347618,GO:0009409
4324418,GO:0006950
4324418,GO:0045893
4324418,GO:0009414
4324418,GO:0009651
4324418,GO:0009409
4324418,GO:0009737
4324418,GO:0009635
4340239,GO:0006950
4334841,GO:0009685
4334841,GO:0009686
4324824,GO:0007275
4324824,GO:0009651
4324824,GO:0009414
4324824,GO:0009409
4324824,GO:0009735
4324824,GO:0009790
4343753,GO:0010374
4343753,GO:0007275
4343753,GO:0048364
4330018,GO:0009409
4330018,GO:0007275
4330018,GO:0009851
4330018,GO:0000226
4330018,GO:0009631
4344361,GO:0010045
4344361,GO:0046688
4344361,GO:0010039
4344361,GO:0010043
4344361,GO:0006826
9268285,GO:0009658
4339676,GO:0009658
4329013,GO:0009685
4329013,GO:0051504
4329013,GO:0009686
9266189,GO:0010039
9266189,GO:0042742
9266189,GO:0050832
9266189,GO:0006952
9266189,GO:0009685
9266189,GO:0009411
9266189,GO:0052315
9266189,GO:0051504
4346705,GO:0051504
4346705,GO:0009685
4335090,GO:0009411
4335090,GO:0006952
4335090,GO:0042742
4335090,GO:0050832
4335090,GO:0010039
4335094,GO:0002237
4335094,GO:0052315
4335094,GO:0042742
4335094,GO:0002238
4335094,GO:0006952
4329728,GO:0051501
4329728,GO:0006952
4329724,GO:0006952
4329724,GO:0050832
4329724,GO:0009753
4329724,GO:0052315
4350502,GO:0009753
4350502,GO:0006952
4350502,GO:0050832
4350502,GO:0052315
4341345,GO:0010241
4341506,GO:0010014
4325329,GO:0010229
4325329,GO:0009414
4325329,GO:0007623
4325329,GO:0048511
4325329,GO:0030154
4325329,GO:0010119
4325329,GO:0047484
4325329,GO:0009908
4341343,GO:0009686
4341343,GO:0010241
4341340,GO:0010241
4339885,GO:0009686
4339885,GO:0022900
4339885,GO:0032940
4339885,GO:0009566
4339885,GO:0009685
4339885,GO:0009860
4325145,GO:0009741
4325145,GO:0009742
4325145,GO:0009938
4339310,GO:0080006
4339310,GO:0009685
4339310,GO:0032940
4334783,GO:0009625
4334783,GO:0002213
4334783,GO:0042742
4342017,GO:0009651
4342017,GO:0009751
4342017,GO:0009814
4342017,GO:0006952
4342017,GO:0000165
4342017,GO:0009738
4342017,GO:0009862
4342017,GO:0009863
4342017,GO:0002213
4342017,GO:0050832
4342017,GO:0009723
4338750,GO:0015979
4338750,GO:0006529
4338750,GO:0010150
4338750,GO:0009651
4348524,GO:0046686
4348524,GO:0001666
4348524,GO:0019481
4348524,GO:0010581
4330612,GO:0009635
4330612,GO:0009629
4330612,GO:0009413
4330612,GO:0009415
4330612,GO:0030912
4330612,GO:0009751
4348555,GO:0048586
4348555,GO:0048587
4348555,GO:0009932
4348555,GO:0019344
4348555,GO:0009808
4348555,GO:0009825
4348555,GO:0009826
4348555,GO:0010229
4348555,GO:0010154
4348555,GO:0016132
4348555,GO:0007275
4348555,GO:0006084
4348555,GO:0048653
4348555,GO:0043481
4348555,GO:0009664
4348555,GO:0000271
4348555,GO:0000272
4348555,GO:0010075
4348555,GO:0048767
4348555,GO:0009834
4348555,GO:0005982
4348555,GO:0016126
4329720,GO:0009638
4336670,GO:0051301
4342121,GO:0051301
4336789,GO:0006950
4336789,GO:0009651
4336789,GO:0009414
4336789,GO:0006811
4336354,GO:0045995
4336354,GO:0022900
4336354,GO:0006810
4336354,GO:0006979
4337272,GO:0010446
4337272,GO:0009414
4337272,GO:0006970
4337272,GO:0009635
4337272,GO:0009399
4337272,GO:0046686
4337272,GO:0009651
4332568,GO:0051607
4332568,GO:0009416
4332568,GO:0006950
4332568,GO:0009620
4332568,GO:0009753
4331161,GO:0032958
4331161,GO:0006793
4331161,GO:0009737
4331161,GO:0043647
4331161,GO:0009845
4330713,GO:0080027
4330713,GO:0002213
4330713,GO:0015708
4330713,GO:0055085
4330713,GO:0046685
4330713,GO:0009409
4335984,GO:0010118
4335984,GO:0042742
4335984,GO:0009651
4335984,GO:0051607
4329450,GO:0009635
4329450,GO:0009097
4329450,GO:0009099
4336327,GO:0006168
4350610,GO:0042594
4350610,GO:0009734
4350610,GO:0009753
4344126,GO:0009741
4331846,GO:0006754
4331846,GO:0040008
4325933,GO:0009413
4325933,GO:0009651
4325933,GO:0009414
4333502,GO:0009651
4333502,GO:0009414
4339432,GO:0009651
4339432,GO:0005513
4339432,GO:0042539
4339432,GO:0030007
4339432,GO:0009414
4339432,GO:0009409
4325962,GO:0042539
4325962,GO:0005513
4325962,GO:0009414
4325962,GO:0030007
4338825,GO:0006810
4338825,GO:0022900
4336783,GO:0019722
4336783,GO:0009739
4336783,GO:0009738
4336783,GO:0009735
4336783,GO:0009733
4336783,GO:0010618
4336783,GO:0009628
4336783,GO:0009409
4348853,GO:0009834
4348853,GO:0009642
4338720,GO:0006952
4338720,GO:0051707
4337353,GO:0009908
4337353,GO:0048653
4337353,GO:0030154
4337353,GO:0010446
4327304,GO:0009737
4343443,GO:0006952
4343443,GO:0009409
4331843,GO:0009733
4331843,GO:0009651
4331843,GO:0009723
4331843,GO:0006351
4344331,GO:0009873
4344331,GO:0009723
4344331,GO:0006355
4344331,GO:0009651
4347439,GO:0006355
4347439,GO:0009723
4345992,GO:0009723
4345992,GO:0006355
4329746,GO:0009723
4330935,GO:0006952
4330935,GO:0009635
4331326,GO:0010044
4349348,GO:0019953
4346429,GO:0009553
4346429,GO:0031048
4346429,GO:0009790
4346429,GO:0009909
4339464,GO:0010332
4343645,GO:0042742
4343645,GO:0032940
4343645,GO:0030154
4343645,GO:0048833
4347432,GO:0006045
4347432,GO:0048364
4347432,GO:0006048
4347432,GO:0009266
4326566,GO:0016049
4326566,GO:0010372
4347333,GO:0009740
4347333,GO:0009685
4339343,GO:0009408
4339343,GO:0006950
4325697,GO:0010286
4325697,GO:0009644
4325697,GO:0009408
4325697,GO:0051259
4325697,GO:0042542
4325698,GO:0009408
4325698,GO:0009644
4325698,GO:0010286
4325698,GO:0042542
4332360,GO:0046686
4332360,GO:0042026
4332360,GO:0046685
4332360,GO:0045471
4332360,GO:0042542
4332360,GO:0046688
4332360,GO:0009408
4332363,GO:0046688
4332363,GO:0046686
4332363,GO:0046685
4332363,GO:0045471
4332363,GO:0009408
4332363,GO:0042542
4332357,GO:0009408
4325695,GO:0006950
4325341,GO:0009408
4325341,GO:0007568
4325341,GO:0010431
4325341,GO:0080142
4325341,GO:0009751
4325341,GO:0046907
4325341,GO:0009651
4325341,GO:0042742
4331917,GO:0009744
4331917,GO:0006793
4331917,GO:0009737
4347423,GO:0009409
4347423,GO:0042542
4347423,GO:0006952
4347423,GO:0009607
4347423,GO:0009611
4347423,GO:0009751
4347423,GO:0080134
4347423,GO:0009651
4347423,GO:0009414
4347423,GO:0006979
4347423,GO:0009753
4347423,GO:0006950
4347423,GO:0050832
4332495,GO:0046777
4332495,GO:0009960
4332495,GO:0007165
4345873,GO:0048579
4345873,GO:0007165
4345873,GO:0009960
4342711,GO:0007165
4342711,GO:0009934
4347517,GO:0010229
4347517,GO:0009908
4347517,GO:0030154
4347517,GO:0010582
4340170,GO:0042127
4340170,GO:0010268
4340170,GO:0009742
4340170,GO:0009867
4340170,GO:0009753
4340170,GO:0009814
4340170,GO:0002213
4340170,GO:0080027
4340170,GO:0010229
4340170,GO:0009409
4340170,GO:0080136
4340170,GO:0009738
4340170,GO:0009611
4340170,GO:2000037
4340170,GO:0010120
4340170,GO:0009651
4340170,GO:0006952
4340170,GO:0006979
4340170,GO:0009864
4340170,GO:0000165
4340170,GO:0009723
4340170,GO:0042542
4340170,GO:0048481
4340170,GO:0009737
4340170,GO:0048364
4340170,GO:0009735
4340170,GO:0009751
4340170,GO:0009734
4340170,GO:0050832
4340170,GO:0009733
4340170,GO:0042742
4340170,GO:0009863
4340170,GO:0051301
4340170,GO:2000038
4340170,GO:0010200
4332475,GO:0009867
4332475,GO:0009814
4332475,GO:0080027
4332475,GO:2000038
4332475,GO:0006970
4332475,GO:0000169
4332475,GO:0080136
4332475,GO:0010200
4332475,GO:0009651
4332475,GO:0010120
4332475,GO:0009411
4332475,GO:0009611
4332475,GO:0006979
4332475,GO:2000037
4332475,GO:0009409
4332475,GO:0050832
4332475,GO:0048481
4332475,GO:0009738
4332475,GO:0048364
4332475,GO:0009733
4332475,GO:0009735
4332475,GO:0000165
4332475,GO:0009617
4332475,GO:0006952
4332475,GO:0009753
4332475,GO:0009734
4332475,GO:0002213
4332475,GO:0009723
4332475,GO:0009413
4332475,GO:0042742
4332475,GO:0042542
4332475,GO:0009751
4332475,GO:0009790
4337596,GO:0042594
4337596,GO:0060548
4336052,GO:0010029
4336052,GO:0009738
4336052,GO:0006970
4336052,GO:0009414
4336052,GO:0009733
4336052,GO:0009735
4336052,GO:0048364
4336052,GO:0080036
4336052,GO:0010928
4336052,GO:0006309
4336052,GO:0010942
4336052,GO:0010150
4336052,GO:0009651
4336052,GO:0048573
4336052,GO:0009740
